340422400, 0, 1733997614, 0
340422000, 0, 1733997615, 1
340421500, 0, 1733997616, 1
340421100, 0, 1733997617, 1
340419200, 0, 1733997618, 1
340424099, 0, 1733997619, 1
340437000, 0, 1733997620, 1
340442800, 0, 1733997621, 1
340443300, 0, 1733997622, 1
340449900, 0, 1733997623, 1
340453500, 0, 1733997624, 1
340453600, 0, 1733997625, 1
340454099, 0, 1733997626, 1
340454900, 0, 1733997627, 1
340457300, 0, 1733997628, 1
340460700, 0, 1733997629, 1
340460900, 0, 1733997630, 1
340461100, 0, 1733997631, 1
340462200, 0, 1733997632, 1
340464800, 0, 1733997633, 1
340473100, 0, 1733997634, 1
340474100, 0, 1733997635, 1
340474400, 0, 1733997636, 1
340474800, 0, 1733997637, 1
340474900, 0, 1733997638, 1
340475200, 0, 1733997639, 1
340479500, 0, 1733997640, 1
340480400, 0, 1733997641, 1
340488300, 0, 1733997642, 1
340489000, 0, 1733997643, 1
340489700, 0, 1733997644, 1
340490200, 0, 1733997645, 1
340490200, 0, 1733997646, 1
340490300, 0, 1733997647, 1
340490600, 0, 1733997648, 1
340491000, 0, 1733997649, 1
340491200, 0, 1733997650, 1
340491500, 0, 1733997651, 1
340492300, 0, 1733997652, 1
340492300, 0, 1733997653, 1
340492500, 0, 1733997654, 1
340492800, 0, 1733997655, 1
340493100, 0, 1733997656, 1
340493300, 0, 1733997657, 1
340493700, 0, 1733997658, 1
340494300, 0, 1733997659, 1
340494600, 0, 1733997660, 1
340495000, 0, 1733997661, 1
340495700, 0, 1733997662, 1
340496200, 0, 1733997663, 1
340496500, 0, 1733997664, 1
340496700, 0, 1733997665, 1
340496800, 0, 1733997666, 1
340497000, 0, 1733997667, 1
340497600, 0, 1733997668, 1
340497700, 0, 1733997669, 1
340497900, 0, 1733997670, 1
340498600, 0, 1733997671, 1
340499300, 0, 1733997672, 1
340501300, 0, 1733997673, 1
340501800, 0, 1733997674, 1
340502700, 0, 1733997675, 1
340504000, 0, 1733997676, 1
340505300, 0, 1733997677, 1
340505400, 0, 1733997678, 1
340507300, 0, 1733997679, 1
340507400, 0, 1733997680, 1
340508900, 0, 1733997681, 1
340509900, 0, 1733997682, 1
340510600, 0, 1733997683, 1
340511700, 0, 1733997684, 1
340516800, 0, 1733997685, 1
340518300, 0, 1733997686, 1
340518700, 0, 1733997687, 1
340521400, 0, 1733997688, 1
340521800, 0, 1733997689, 1
340522700, 0, 1733997690, 1
340525200, 0, 1733997691, 1
340527000, 0, 1733997692, 1
340527400, 0, 1733997693, 1
340530700, 0, 1733997694, 1
340531500, 0, 1733997695, 1
340532500, 0, 1733997696, 1
340536500, 0, 1733997697, 1
340536800, 0, 1733997698, 1
340540900, 0, 1733997699, 1
340541500, 0, 1733997700, 1
340542100, 0, 1733997701, 1
340543200, 0, 1733997702, 1
340544300, 0, 1733997703, 1
340545400, 0, 1733997704, 1
340546900, 0, 1733997705, 1
340552300, 0, 1733997706, 1
340554300, 0, 1733997707, 1
340558300, 0, 1733997708, 1
340564400, 0, 1733997709, 1
340565500, 0, 1733997710, 1
340565900, 0, 1733997711, 1
340572500, 0, 1733997712, 1
340572800, 0, 1733997713, 1
340573000, 0, 1733997714, 1
340573300, 0, 1733997715, 1
340574000, 0, 1733997716, 1
340575000, 0, 1733997717, 1
340576099, 0, 1733997718, 1
340577600, 0, 1733997719, 1
340578100, 0, 1733997720, 1
340578900, 0, 1733997721, 1
340586399, 0, 1733997722, 1
340587300, 0, 1733997723, 1
340588700, 0, 1733997724, 1
340589800, 0, 1733997725, 1
340591099, 0, 1733997726, 1
340592600, 0, 1733997727, 1
340600400, 0, 1733997728, 1
340600700, 0, 1733997729, 1
340602100, 0, 1733997730, 1
340602800, 0, 1733997731, 1
340605000, 0, 1733997732, 1
340609600, 0, 1733997733, 1
340610600, 0, 1733997734, 1
340611900, 0, 1733997735, 1
340612000, 0, 1733997736, 1
340612400, 0, 1733997737, 1
340613000, 0, 1733997738, 1
340613200, 0, 1733997739, 1
340614200, 0, 1733997740, 1
340614800, 0, 1733997741, 1
340616000, 0, 1733997742, 1
340616800, 0, 1733997743, 1
340616900, 0, 1733997744, 1
340617900, 0, 1733997745, 1
340618900, 0, 1733997746, 1
340620000, 0, 1733997747, 1
340620500, 0, 1733997748, 1
340621700, 0, 1733997749, 1
340623800, 0, 1733997750, 1
340627400, 0, 1733997751, 1
340629500, 0, 1733997752, 1
340630300, 0, 1733997753, 1
340631100, 0, 1733997754, 1
340631800, 0, 1733997755, 1
340632700, 0, 1733997756, 1
340633399, 0, 1733997757, 1
340634000, 0, 1733997758, 1
340634500, 0, 1733997759, 1
340635300, 0, 1733997760, 1
340635400, 0, 1733997761, 1
340636600, 0, 1733997762, 1
340637000, 0, 1733997763, 1
340637600, 0, 1733997764, 1
340637600, 0, 1733997765, 1
340637900, 0, 1733997766, 1
340638300, 0, 1733997767, 1
340639100, 0, 1733997768, 1
340642700, 0, 1733997769, 1
340643600, 0, 1733997770, 1
340644100, 0, 1733997771, 1
340644300, 0, 1733997772, 1
340644800, 0, 1733997773, 1
340647000, 0, 1733997774, 1
340649700, 0, 1733997775, 1
340650600, 0, 1733997776, 1
